skill_id,codename,name,short_name,category,n_levels,level_1,level_2,level_3,level_4,level_5,param,text_source,computation,n_modifiers,mod_summary
shoot,Shoot,Shoot,-,fight,0,-,-,-,-,-,-,name-only,,0,
shotgunblast,ShotgunBlast,Shotgun Blast,Shotgun,root,3,Deals 1.25x Power SkillType.Physical damage to enemies in the front row. Two uses.,Also deals SkillType.Stun damage,Deals 50% increased damage,-,-,[0.025;0.15;2],json,,4,damage×3;status×1
showoff,ShowOff,Show Off,-,enemy,1,"Deal 2000 total SkillType.Physical damage, 2000 total SkillType.Dark damage, and 2000 total SkillType.Energy damage with Dave's Bound Imps in winning battles.",-,-,-,-,[0.1;0.25;0.3;0.7;0.75;0.95;1.0],json,AddedDamageSkill,1,damage×1
shuriken,Shuriken,Shuriken,-,fight,1,Deals 0.45x Power SkillType.Physical damage up to 3x to enemies.,-,-,-,-,[0.3],pool,base_skill,1,damage×1
sicem,SicEm,Sic 'em,-,root,3,Directs Cana to target an enemy and grants Cana a Free Turn.,Increases Cana's damage by 35% against target,Cana's damage gains 100% piercing,-,-,[0.35;3;2;5],pool,,3,damage×2;grant×1
silvernet,SilverNet,Silver Net,Slv Net,root,3,Deals 100-150 SkillType.Stun damage for 3 turns. Undead and Beasts also take 100-150 SkillType.Holy damage. One use.,35% chance for non-boss target's turn to be interrupted,Target cannot dodge,-,-,[0.2;0.5;35.0;3;2],json,,2,damage×1;status×1
simmeringrage,SimmeringRage,Simmering Rage,Smrg Rage,enemy,1,Each stack increases Focus by 10. Attackers take SkillType.Fire damage when active.,-,-,-,-,[-1.2;0.05;0.07;0.2;0.25;0.3;0.5;0.6;0.7;1.2;2.0;2.5;3.1416;20.0;30.0],json,base_skill,1,damage×1
siphonpunch,SiphonPunch,Siphon Punch,Siphon,enemy,1,"Deals 1x Power SkillType.Physical and SkillType.MP damage, restoring HP and adding to MP based on damage dealt.",-,-,-,-,[0.2;0.25;0.4;0.5;0.6;0.8;1.0;1.25;2;3;4],json,base_skill,1,damage×1
slash,Slash,Slash,Slash,fight,3,Deals 1x Power SkillType.Physical damage to an enemy.,Apply 25% of damage dealt as SkillType.Physical damage over time for 3 turns,50% increased critical hit chance,-,-,[0.25;1.5;3;2;4;5],json,base_skill,2,damage×2
sleepbomb,SleepBomb,Sleep Bomb,-,root,2,Deals 275-325 SkillType.Sleep damage to all enemies. One use.,Damage increased to 400-500,-,-,-,[-15.0;15.0;20.0;2;3],pool,,3,damage×2;status×1
sleepbombexplosion,SleepBombExplosion,Sleep Bomb Explosion,-,root,0,-,-,-,-,-,-,name-only,,0,
sleepinggiant,SleepingGiant,Sleeping Giant,Sleeping Giant,enemy,1,"Greatly increases Endurance, and restores some HP.",-,-,-,-,[0.5],json,HealSkill,0,
sleetstorm,SleetStorm,Sleet Storm,-,root,0,-,-,-,-,-,[0.25;0.8;2.0;2.25;10.0],name-only,,0,
sliceanddice,SliceAndDice,Slice and Dice,SliceDice,enemy,1,Deals 1.0x Power SkillType.Physical damage to random enemies until out of MP.,-,-,-,-,[0.25;0.4;0.5;0.75],pool,base_skill,1,damage×1
slimebomb,SlimeBomb,Slime Bomb,Slime Bomb,enemy,3,"Deals SkillType.Physical and SkillType.Stun damage to enemies in an area, and decreases their speed.","Deals SkillType.Physical and SkillType.Stun damage to enemies in an area, and decreases their speed.","Deals SkillType.Physical and SkillType.Stun damage to enemies in an area, and decreases their speed.",-,-,[0.75;0.8;1.0],json,AddedDamageSkill,6,damage×3;status×3
sloth,Sloth,Sloth,-,root,0,-,-,-,-,-,[-20.0;0.1;0.5;0.75;1.0;1.5;20.0;25.0;2],name-only,,0,
smartpistol,SmartPistol,Smart Pistol,Smart Pstl,fight,3,Deals 25-40 SkillType.Physical damage 3 times. Damage cannot miss this target until after Claire's next turn. Reload after 3 uses.,Lasts through 2 turns,Follow-up SkillType.Ranged damage is always a critical hit,-,-,[1.0;3;2;4],json,Firearm,2,damage×2
smash,Smash,Smash,Smash,root,3,Deals 1.35x Power SkillType.Physical and SkillType.Stun damage to an enemy.,Deals SkillType.Stun damage over time for 3 turns,SkillType.Stun damage always a critical hit,-,-,[0.01;0.15;0.25;0.3;0.5;2;3;4],json,,6,damage×3;status×3
smite,Smite,Smite,-,fight,3,Deals 1x Power SkillType.Physical and 0.5x Focus SkillType.Holy damage.,Holy damage is always critical,Deals up to 50% more damage based on enemy HP,-,-,[0.5;1.0;3;2],pool,AddedDamageSkill,3,damage×3
smithingtools,SmithingTools,Smithing Tools,Smith Tools,root,1,Access Smithing Tool skills.,-,-,-,-,[2;7],pool,,0,
smog,Smog,Smog,Smog,enemy,1,Deals SkillType.Poison damage over time to all enemies and lowers their Technique.,-,-,-,-,[0.2;0.5;1.0;1.5;2.0;3.0;3;2;4],json,base_skill,2,damage×1;status×1
smokebomb,SmokeBomb,Smoke Bomb,S.Bomb,root,3,Attacks against allies have a 35% chance to miss for two turns. One use.,Lasts three turns,Lasts four turns,-,-,[0.3;0.36;0.75],json,,0,
smokegrenade,SmokeGrenade,Smoke Grenade,S.Grenade,root,3,Attacks against allies have a 35% chance to miss for two turns. One use.,Lasts three turns,Lasts four turns,-,-,[0.3;0.35;0.36;0.75;35.0;3;2],json,,0,
snakeoil,SnakeOil,Snake Oil,-,root,3,"Fully heals target ally! (Disclaimer: this product not intended to diagnose, treat, cure, or prevent any disease.)",Fully heals target ally!,Dispels all debuffs!,-,-,[0.5;0.75;2.0;30.0;2;3],pool,,2,heal×2
snowdrone,SnowDrone,Snow Drone,-,root,2,Summon a drone that casts Blizzard. Lasts 3 turns.,Drone has 100% increased Speed,-,-,-,[2;3],pool,,1,summon×1
snowstorm,SnowStorm,Snow Storm,-,enemy,1,Deals 1x Focus SkillType.Ice damage to all enemies and heals ally Icy Thralls.,-,-,-,-,[0.1;0.2;0.25;0.35;0.8;0.85;1.0],pool,base_skill,2,damage×1;heal×1
solidify,Solidify,Solidify,Solidify,enemy,3,Increases Toughness. Stacks infinitely.,Increases Toughness. Stacks infinitely.,Increases Toughness. Stacks infinitely.,-,-,[0.25;0.4;0.45;0.5;0.95;1.0;2.5;4.0;20.0],json,base_skill,0,
soulblast,SoulBlast,Soul Blast,-,enemy,1,Deals 1.0x Power SkillType.Physical damage and drains all MP to deal 75% as SkillType.Energy damage.,-,-,-,-,[0.125;0.35;0.475;0.5;0.625;0.75;1.375;1.525],pool,base_skill,1,damage×1
soulbomb,SoulBomb,Soul Bomb,-,enemy,1,Deals 0.8x Focus SkillType.Dark and SkillType.MP damage.,-,-,-,-,[0.25],pool,Stance,1,damage×1
soulflay,Soulflay,Soulflay,Soulflay,root,3,Deals 1.35x Power SkillType.MP damage to target. Always hits.,Decreases target Discipline by 35% for three turns,"Target dies instantly if downed, instead of bleeding out. Lasts three turns.",-,-,-,json,,2,damage×1;stat_mod×1
soullance,SoulLance,Soul Lance,-,fight,1,Deals 1.25x Power SkillType.Dark and SkillType.MP damage to a column.,-,-,-,-,[0.15],pool,Stance,1,damage×1
soultap,Soultap,Soultap,-,root,2,Converts MP into restored missing HP.,Converts at 35% improved rate,-,-,-,[0.25;0.4;0.5;0.675;0.8;1.0;2;3],pool,,0,
sparkbomb,SparkBomb,Spark Bomb,-,enemy,1,Deals SkillType.Lightning damage to all enemies.,-,-,-,-,[0.05;0.07;0.3;0.5;0.6;0.8;1.0],pool,base_skill,1,damage×1
spawnegg,SpawnEgg,Spawn Eggs,Spawns eggs.,enemy,0,-,-,-,-,-,-,name-only,base_skill,0,
spawntentacle,SpawnTentacle,Spawns tentacles.,SpawnTentacle,enemy,0,-,-,-,-,-,[0.35;0.5;1.0;5.0],name-only,base_skill,0,
spellbook,Spellbook,Spellbook,-,defend,2,Access Lich Spells.,Sorcery skill MP cost decreased by 25%,-,-,-,[2;7],pool,base_skill,0,
spellscreen,Spellscreen,Spellscreen,Splscreen,root,3,Blocks up to 1x Focus damage from SkillType.Spell skills.,Restores MP for 1x the damage blocked,Deals SkillType.Energy damage to attackers for 1x damage blocked,-,-,[0.1;0.25;0.5;2.0;2;3;4],json,,3,damage×3
spiderlingbite,SpiderlingBite,Spiderling Bite,Spider Bite,enemy,1,Deals SkillType.Poison damage over time.,-,-,-,-,[0.01;0.1;0.15;0.33;1.0;1.5;3],json,base_skill,2,damage×1;status×1
spiderswarm,SpiderSwarm,Spider Swarm,-,enemy,1,All Spiderlings attack at once. At least 3 Spiderlings must be alive to activate this skill.,-,-,-,-,[3],pool,base_skill,0,
spikebomb,SpikeBomb,Spike Bomb,-,inventions,1,Deals 150-200 SkillType.Physical damage and 75-100 SkillType.Physical damage over time for 3 turns.,-,-,-,-,[-15.0;0.5;1.0;2.0;15.0;2;3;4],pool,Invention,1,damage×1
spinattack,SpinAttack,Spin Attack,-,root,0,-,-,-,-,-,[0.25;0.4;0.45;0.6;3;2],name-only,,0,
spinningblade,SpinningBlade,Spinning Blade,-,root,0,-,-,-,-,-,-,name-only,,0,
spiritshield,SpiritShield,Spirit Shield,-,root,4,Bonus Action. 50% of taken damage is converted to SkillType.MP damage.,50% decreased MP damage taken,Increases MP healing received by 50%,Bonus Action. Deactivate Spirit Shield buff.,-,[0.5;3;5],pool,,3,damage×2;status×1
spiritwalk,SpiritWalk,Spirit Walk,SprtWalk,root,3,All damage taken is converted into SkillType.MP damage for 1 turn.,Restore 25% of missing MP on end,Gain 3 Resist stacks on use,-,-,[0.15;0.25;0.5;1.0;3;2],json,,1,damage×1
spitpoison,SpitPoison,Spit Poison,-,enemy,0,-,-,-,-,-,[0.01;0.15;1.0;1.5;3],name-only,base_skill,0,
splash,Splash,Splash,-,fight,3,Deals 1x Focus SkillType.Physical and SkillType.Stun damage.,Decreases target's Technique by 15%,Decreases target's Speed by 15%,-,-,[0.85;2;3],pool,base_skill,4,stat_mod×2;damage×1;status×1
splitarrow,SplitArrow,Split Arrow,Split Arw,root,1,Deals 0.75x Tech SkillType.Physical damage to target enemies.,-,-,-,-,[0.15;0.25;0.5;3],pool,,1,damage×1
springboots,SpringBoots,Spring Boots,Spring Boots,inventions,3,Become untargetable and deal 300-400 SkillType.Physical damage to a random target next turn. One use.,2 uses,3 uses,-,-,[-20.0;0.25;0.5;0.75;1.0;3],json,Invention,1,damage×1
springbootsstomp,SpringBoots_Stomp,Spring Boots_Stomp,-,inventions,0,-,-,-,-,-,-,name-only,base_skill,0,
stabilize,Stabilize,Stabilize,-,tbreak,1,Reduce current Instability level to zero.,-,-,-,-,[0.015;0.15;0.5;0.65;26.0],pool,BreakSkill,0,
stakebolt,Stakebolt,Stakebolt,-,root,3,Deals 1.5x Power SkillType.Physical damage. Instantly removes Undead that are downed by Stakebolt.,Deals 1.5x Power SkillType.Physical damage and removes Undead if downed.,Deals 50% increased damage to Undead,-,-,[1.5;2;3],pool,,3,damage×3
stalk,Stalk,Stalk,Stalk,root,3,Next skill deals 60% increased damage. Cannot be targeted by enemies.,Increases Technique by 25%,Increases critical damage by 120%,-,-,-,json,,3,damage×2;stat_mod×1
stampede,Stampede,Stampede,-,root,1,All allied summons attack target enemy for 1x Pow SkillType.Physical damage. 3 turn charge.,-,-,-,-,[2;7],pool,,2,damage×1;summon×1
stampedefight,StampedeFight,Stampede Fight,-,root,0,-,-,-,-,-,-,name-only,,0,
standby,Standby,Standby,-,defend,2,Gain a Free Turn when an ally is critical.,35% chance to not end on trigger,-,-,-,[0.2;0.4;35.0;3;2],pool,base_skill,0,
starfury,StarFury,Star Fury,-,root,0,-,-,-,-,-,[-25.0;0.005;0.01;0.025;0.25;0.3;0.5;0.8;25.0;5],name-only,,0,
stasis,Stasis,Stasis,Stasis,tbreak,1,"Reduce non-boss target SPD, AGI, and SkillType.Healing received to 0 until your next turn.",-,-,-,-,[0.25;0.5;0.75;1.0;1.1;1.35],json,BreakSkill,0,
stasisenemy,StasisEnemy,Stasis Enemy,-,tbreak,0,-,-,-,-,-,-,name-only,BreakSkill,0,
stasisnet,StasisNet,Stasis Net,StasisNet,root,3,Deals 150-200 SkillType.Lightning and SkillType.MP damage over time for 3 turns. Three uses. Cannot miss.,Steals MP from target,Target cannot dodge,-,-,[0.05;0.2;0.5;1.0;1.5;3;2],json,,1,damage×1
steammech,SteamMech,Steam Mech,-,root,3,Bonus Action. Gain Boltgun and Eject skills and lose 200 MP every turn.,Damage taken decreased by 50% while in Steam Mech,All attributes increased by 66% while in Mech,-,-,[0.012;0.15;0.5;0.7;1.0;1.66;3;2;5],pool,,1,damage×1
steroids,Steroids,Steroids,Steroids,root,1,"Increases Power and Speed by 35%, but 25% chance to lose control.",-,-,-,-,[0.5;0.75;1.0;1.35;2.0;25.0;30.0],json,,0,
stimulants,Stimulants,Stimulants,Stimulants,root,1,"Increases Focus and Speed by 35%, but 25% chance to lose control.",-,-,-,-,[0.5;0.75;1.0;1.35;2.0;25.0;30.0],json,,0,
sting,Sting,Sting,-,enemy,1,Deals 2x Power SkillType.Physical damage to target.,-,-,-,-,-,pool,base_skill,1,damage×1
stokefire,StokeFire,Stoke Fire,-,root,2,Bonus Action. Restore 150 MP and Increase Max MP by 150 for 3 turns.,Restore 150 MP and Increase Max MP by 150 for 3 turns.,-,-,-,[-1.2;0.05;0.07;0.2;0.25;0.3;0.5;0.6;0.7;1.2;3.1416;30.0;40.0;3;2],pool,,0,
stomp,Stomp,Stomp,-,enemy,1,Deals 1x Power SkillType.Physical and SkillType.Stun damage to an entire row.,-,-,-,-,-,pool,base_skill,2,damage×1;status×1
stoneskin,Stoneskin,Stone Skin,Stone Skin,root,1,"Toughness, Endurance, and Discipline are increased by +50 and +20%, but healing received is decreased by 75%.",-,-,-,-,[2;3;4],json,,0,
strafe,Strafe,Strafe,-,root,2,Bonus Action. Deals 1x Power SkillType.Physical damage to target. Row takes 0.5x Power SkillType.Physical damage.,Bonus Action. Deals 1x Power SkillType.Physical damage to target and half to row.,-,-,-,[-20.0;0.3;0.5;0.6;1.0;20.0],pool,,3,damage×3
strangemoonlight,StrangeMoonlight,Strange Moonlight,Moonlight,map,1,"Beasts and Undead take 20% reduced damage, deal 20% increased damage, and gain 25% increased speed.",-,-,-,-,[0.2;0.8;1.25],json,base_skill,1,damage×1
strangespores,StrangeSpores,Strange Spores,Spores,enemy,1,Force a non-Boss enemy to attack their ally next turn.,-,-,-,-,[1.0;7;2;3],json,base_skill,0,
strategize,Strategize,Strategize,Strategize,root,3,Song. Increases Speed and Technique by 20% of OWNER.NAME's Wisdom for all allies.,Allies take 25% decreased SkillType.Sleep damage,Allies take 25% decreased SkillType.Stun damage,-,-,[0.75;2;3],json,,4,damage×2;status×2
strikefear,StrikeFear,Strike Fear,-,fight,2,Deals 1.5x Focus SkillType.Stun damage to target.,Target non-boss loses 50% of current turn progress,-,-,-,[0.25;0.4;0.5;0.6;1.8;2.05;2.25;2;3;7],pool,base_skill,2,damage×1;status×1
stumble,Stumble,Stumble,-,root,3,"Step forward, then fall down.",Turn delay decreased by 35%,35% chance to gain a free turn,-,-,[0.15;0.5;0.85;1.15;1.3;1.5;35.0;2;3],pool,,0,
stunburst,StunBurst,Stun Burst,-,enemy,1,Deals 0.75x Power SkillType.Energy and 1.5x Power SkillType.Stun damage 3-5 times in an area.,-,-,-,-,-,pool,base_skill,2,damage×1;status×1
stungrenade,StunGrenade,Stun Grenade,-,root,1,Deals 250-350 SkillType.Stun damage to target enemies. One use.,-,-,-,-,[2],pool,,2,damage×1;status×1
stungun,StunGun,Stun Gun,Stun Gun,root,3,Deals 250-350 SkillType.Stun damage to target enemy.,Deals 50% of SkillType.Stun damage dealt as damage over time for 3 turns,Also deals 100-150 SkillType.Lightning damage,-,-,[0.01;0.15;2;3;4],json,,5,damage×3;status×2
stunshot,StunShot,Stun Shot,Stun Laser,enemy,1,Deals 1x Power SkillType.Energy and 2.0x Power SkillType.Stun damage.,-,-,-,-,[2.0],pool,base_skill,2,damage×1;status×1
subpoena,Subpoena,Subpoena,Subpoena,defend,3,"Force a non-Boss enemy to attack an adjacent teammate next turn with a basic attack, if possible.",Attack deals 50% increased damage,Effect has 25% chance to persist,-,-,-,json,,1,damage×1
subsume,Subsume,Subsume,-,enemy,1,Deals 2.0x Power SkillType.Physical damage to target enemy and heals self based on damage dealt. Always crits. Requires Ambush.,-,-,-,-,[0.2;0.25;0.4;0.5;0.6;0.8;1.0;2.0;2.25],pool,base_skill,2,damage×1;heal×1
suggestion,Suggestion,Suggestion,Suggestion,root,3,"Target non-boss sleeping enemy wakes up and attacks a random adjacent ally, continuing to attack for 2 turns.",Attack deals 50% increased damage,Attack's damage does not affect sleep counters,-,-,[1.0;7;3;2],json,,2,damage×2
summonbear,SummonBear,Summon Bear,-,defend,1,"Summon Khaled, the bear who knocks enemies around with heavy damage.",-,-,-,-,-,pool,,2,damage×1;summon×1
summonfalcon,SummonFalcon,Summon Falcon,-,defend,1,"Summon Hadi, the falcon who scouts enemy weaknesses.",-,-,-,-,-,pool,,1,summon×1
summonhusks,SummonHusks,Summon Husks,-,enemy,0,-,-,-,-,-,[-2;2;3;6],name-only,base_skill,0,
summonimp,SummonImp,Summon Imp,-,root,0,-,-,-,-,-,[0.25;0.35;0.5;1.0;3;2],name-only,,0,
summonmenagerie,SummonMenagerie,Summon Menagerie,-,defend,0,-,-,-,-,-,[0.15;0.25;0.5;2],name-only,base_skill,0,
summonmonkey,SummonMonkey,Summon Monkey,-,defend,2,"Summon Mishmish, the monkey who interferes with enemy actions, dispels SkillType.Buff, and heals allies.","Summon Mishmish, the mischievous monkey.",-,-,-,-,pool,,3,summon×2;heal×1
sunbeam,Sunbeam,Sunbeam,-,root,0,-,-,-,-,-,-,name-only,,0,
sunder,Sunder,Sunder,-,enemy,2,Deals 3x Focus SkillType.Dark damage to target critical enemy and heals all allies based on damage dealt.,Deals 3x FCS SkillType.Dark damage to critical enemy and heals all allies.,-,-,-,[0.01;0.15],pool,base_skill,4,damage×2;heal×2
sunsrage,SunsRage,Suns Rage,-,enemy,0,-,-,-,-,-,[0.5;1.25;1.5],name-only,HealSkill,0,
supplydrop,SupplyDrop,Supply Drop,Supply Drp,root,3,Restores one SkillType.Gadget use for allies.,Allies gain Medkit skill for the battle,Allies gain Grenade skill for the battle,-,-,[2;7;3],pool,,0,
support,Support,Support,Support,defend,3,Target ally gains 25% of your attributes. Limit one.,Attributes given increased to 33%,Gain a free turn when target ally is downed,-,-,[3],json,base_skill,1,stat_gain×1
suppressingfire,SuppressingFire,Suppressing Fire,Supp.Fire,root,3,Deals 0.65x Power SkillType.Physical damage and decreases target's Technique by 15%. Always hits.,Also deals SkillType.Stun damage,Target's Agility and Speed decreased by 25%,-,-,[0.01;0.1;0.15;0.2;0.25;1.0;3],json,,4,damage×2;stat_mod×1;status×1
swarm,Swarm,Swarm,Swarmer,enemy,1,All Biters and Swarmers attack with their fight skill.,-,-,-,-,[2;7],pool,base_skill,0,
sweep,Sweep,Sweep,-,root,1,Deals 1x Power SkillType.Physical damage to target. Row takes 0.5x Power SkillType.Physical damage.,-,-,-,-,[0.5;20.0],pool,,2,damage×2
sweepattack,SweepAttack,Sweep Attack,Sweep Atk,root,1,Deals 1x Power SkillType.Physical damage to a row of enemies.,-,-,-,-,[0.5;20.0],pool,,1,damage×1
sweepkick,SweepKick,Sweep Kick,SweepKck,root,2,Deals 2x Power SkillType.Stun damage to an enemy.,Up to 100% more damage based on target turn progress,-,-,-,[0.01;0.15;0.5;0.75;0.95;1.0;2.0;3;2],pool,,3,damage×2;status×1
swiftrune,SwiftRune,Swift Rune,Swift,root,3,Triggers at start of turn. Hits one target for 2x Imbued effect., at start of turn. (, to a random enemy at start of turn. (,-,-,-,pool,,0,
swipe,Swipe,Swipe,-,enemy,3,Deals 1x Power SkillType.Physical damage.,Damage gains 50% piercing,50% chance to apply additional Neurotoxin SkillType.Debuff,-,-,[0.025;0.05;0.15;0.5;0.66;20.0;50.0;2;7;3],pool,base_skill,2,damage×2
swordplay,Swordplay,Swordplay,-,fight,1,Access melee Swordplay skills.,-,-,-,-,[2;7],pool,base_skill,0,
swordrune,SwordRune,Sword Rune,Sword,root,1,Triggers after using an SkillType.Attack skill. Hits one target for 1.5x Imbued effect.,-,-,-,-,-,pool,,0,
swordspirit,SwordSpirit,Sword Spirit,-,root,2,Bonus Action. Access the Sword Spirits. Two turn charge.,Bonus Action. Deactivate Sword Spirit buff. Two turn charge.,-,-,-,[2;7],pool,,0,
synchronize,Synchronize,Sychronize,Sync,fight,3,"All allies' turn progress are advanced to 100%. 4 turn charge, long turn delay.",Allies are healed for 2x Focus HP,Keekuko's SPD is increased by +15. Stacks.,-,-,[0.5;0.5725;0.7373;0.8;0.9412;1.35;15.0;3;7;2],json-size,base_skill,0,
syrette,Syrette,Syrette,Syrette,root,3,Decreases taken damage by 50% for an ally. Three uses.,Cannot be removed,50% chance to prevent being downed,-,-,[0.25;0.3;0.5;2.0;50.0;3],json,,1,damage×1
tackle,Tackle,Tackle,-,root,0,-,-,-,-,-,[0.05;0.25;0.5;1.0;2.5;10.0;2;3],name-only,,0,
takedown,Takedown,Takedown,-,root,0,-,-,-,-,-,-,name-only,,0,
takeroot,TakeRoot,Take Root,Take Root,defend,3,"Become Rooted, unable to be shifted. Increases TGH by 40%, but cannot dodge. Can be toggled.",Restores 15% Max HP after each turn,Becomes a Bonus Action,-,-,[-4.0;-2.0;0.15;0.6;1.0;1.2;1.4;2.1;4.0;3;2;5],json,base_skill,0,
tarpit,TarPit,Tar Pit,Tar Pit,root,3,Deals 1x Power SkillType.Physical damage to enemies and resets their turn progress. Half effect on Boss enemies. Five turn charge.,Decrease enemy Speed by 50%,50% chance to interrupt non-boss enemy's next action,-,-,[0.5;2.0;2],json,,1,damage×1
taunt,Taunt,Taunt,Taunt,defend,3,Bonus Action. Forces enemy to target you for 3 turns. No effect on Bosses.,Target deals 50% decreased damage to other allies,15% chance that target stumbles in rage,-,-,[0.15;0.25;0.5;0.75;1.25;1.5;1.75;2.25;2.4;15.0;30.0;35.0;50.0;7;2;3],json,base_skill,1,damage×1
tear,Tear,Tear,Tear,root,3,Deals 1.35x Power SkillType.Physical damage and decreases target's SkillType.Healing received by 40% for 3 turns.,Stacks three times,Decreases target's Endurance by 15%,-,-,-,json,,2,damage×1;stat_mod×1
telekinesis,Telekinesis,Telekinesis,-,enemy,0,-,-,-,-,-,[0.025;0.05;0.15;0.3;0.6;0.66;0.9;1.2;1.3;2.0;48.0],name-only,base_skill,0,
temper,Temper,Temper,Temper,root,3,"SkillType.Physical damage taken by target decreased by 0.5x Power, up to 75%. Effect decays when hit.",Decays at a slower rate,Affects all damage types,-,-,[0.25;0.4;0.45;0.5;0.95;1.0;2.5;4.0;3],json,,2,damage×2
tengu,Tengu,Tengu,Tengu,root,3,Replace Katana with Wind Cutter. Cast Falling Leaf on end.,Gain 50% of Discipline as Power and Focus while active,Adds up to 0.5x Discipline to damage with hits,-,-,[0.5;7;2;3],json,,2,stat_gain×1;damage×1
terrify,Terrify,Terrify,-,root,3,Deals 2x Focus SkillType.Stun damage to enemies in the front row. 2 turn charge.,Targets have a 50% chance to shift to the back row,Deals 50% extra damage to all enemies,-,-,[0.25;0.4;0.5],pool,,3,damage×2;status×1
terrorbite,TerrorBite,Terror Bite,Terror Bite,enemy,3,Deals 1.5x Power SkillType.Physical damage. Pierces 50% of defenses and causes bleeding.,Damage increased by 15%,Damage increased by additional 15%,-,-,[0.2;1.0;3;2;4;5],json,,3,damage×3
terrorspit,TerrorSpit,Terror Spit,-,enemy,1,"Deals 2x Pow SkillType.Poison damage and 2.0x SkillType.Stun damage, and applies 3 stacks of Corrosive Blood to all enemies.",-,-,-,-,[0.8],pool,AddedDamageSkill,3,status×2;damage×1
teslabuildup,TeslaBuildUp,Tesla Build Up,-,enemy,1,The machine is building up energy.,-,-,-,-,[0.5;0.75;0.7569;0.9176;1.0;1.5;2.0;3.25],pool,base_skill,0,
teslaoverload,TeslaOverload,Tesla Overload,-,enemy,0,-,-,-,-,-,[0.001;0.05;0.5;0.75;1.5;2.0;20.0],name-only,base_skill,0,
thaw,Thaw,Thaw,-,enemy,1,Deals SkillType.Ice damage.,-,-,-,-,[0.1;0.5],pool,base_skill,1,damage×1
thrash,Thrash,Thrash,-,root,0,-,-,-,-,-,[0.25;0.4;0.45;2;3],name-only,,0,
throwaxe,ThrowAxe,Throw Axe,Throw Axe,root,3,Deals 0.75x Power SkillType.Physical damage to target enemy.,Apply 50% of damage dealt as SkillType.Physical damage over time for 3 turns,Stacks 3 times and refreshes duration on hit,-,-,[0.4;2;3;4],json,,2,damage×2
throwblade,ThrowBlade,Throw Blade,-,fight,2,Deals 1x Power SkillType.Physical damage to target enemy. Consumes one Blade stack.,Deals 50% more critical damage,-,-,-,[0.4;0.5;3;2],pool,base_skill,2,damage×2
throwknife,ThrowKnife,Throw Knife,-,root,2,Deals 1x Power SkillType.Physical damage to target. Cannot be countered.,Damage gains 25% piercing,-,-,-,[0.25;0.4;0.5;1.0;1.5;2;3],pool,,2,damage×2
throwskull,ThrowSkull,Throw Skull,-,root,2,Deals 0.8x Power SkillType.Physical damage to an enemy. Costs 5% of current HP on hit.,No longer costs HP during Rekindle.,-,-,-,[-0.05;0.5;42.0;3;2],pool,,1,damage×1
throwspear,ThrowSpear,Throw Spear,-,root,2,Deals 1.35x Power SkillType.Physical damage to target enemy. 3 uses.,Deals 50% increased critical damage,-,-,-,[0.4;0.5;2;3],pool,,2,damage×2
thunderhammer,ThunderHammer,Thunder Hammer,ThdrHammer,root,3,Deals 1.0x Power SkillType.Physical and SkillType.Lightning damage. Always hit with SkillType.Lightning damage.,Deals 2.0x Power SkillType.Stun damage,Deals 0.65x Power SkillType.Lightning damage over time for 3 turns,-,-,[0.01;0.15;2.0;2;3;4;5],json,,4,damage×3;status×1
timedcharge,TimedCharge,Timed Charge,Time Chrg,root,3,"After two turns, deals 200-250 SkillType.Physical damage to all enemies. One use.",Also deals SkillType.Stun damage to enemies,Decreased turn delay,-,-,[0.4;0.45;0.5;0.6;1.6;2.0;4.0;3],json,,3,damage×2;status×1
timesavant,TimeSavant,Time Savant,-,root,2,"10% chance to use Haste, Stasis, or Rewind Time Break skills for MP cost instead of particles",Chance increased by 5% per turn. Resets when a Time Break skill is used,-,-,-,[2;3;7],pool,,1,status×1
tinker,Tinker,Tinker,-,root,2,Target ally deals 25% increased damage or healing with SkillType.Gadget skills for 3 turns.,Restores one use for all of target's SkillType.Gadget skills,-,-,-,[0.25;1.25;2;3],pool,,1,damage×1
toadcap,ToadCap,Toad Cap,-,root,1,Deals 50-75 SkillType.Poison damage to target enemy.,-,-,-,-,-,pool,,2,damage×1;status×1
tongue,Tongue,Tongue,-,enemy,0,-,-,-,-,-,-,name-only,,0,
toss,Toss,Toss,-,defend,0,-,-,-,-,-,[0.01;0.15;0.25;0.5;1.2;1.5;1.55;1.65;1.85;1.95;2.1;2.15;2.7;2],name-only,base_skill,0,
toxicbomb,ToxicBomb,Toxic Bomb,Toxic Bomb,enemy,3,"Deals SkillType.Poison damage to enemies in an area, and causes SkillType.Poison damage over time.","Deals SkillType.Poison damage to enemies in an area, and causes SkillType.Poison damage over time.","Deals SkillType.Poison damage to enemies in an area, and causes SkillType.Poison damage over time.",-,-,[0.5;0.8;1.0;1.5;3;2;4],json,base_skill,6,damage×3;status×3
toxicmist,ToxicMist,Toxic Mist,Toxic Mist,enemy,3,Deals SkillType.Poison damage over time to everyone in the battle.,Deals SkillType.Poison damage over time to everyone in the battle.,Deals SkillType.Poison damage over time to everyone in the battle.,-,-,[0.5;1.0;1.5;2.0;3.0;3;2;4],json,base_skill,6,damage×3;status×3
