skill_id,codename,name,short_name,category,n_levels,level_1,level_2,level_3,level_4,level_5,param,text_source
strangespores,StrangeSpores,Strange Spores,Spores,enemy,1,Force a non-Boss enemy to attack their ally next turn.,-,-,-,-,[1.0;7;2;3],json
strategize,Strategize,Strategize,Strategize,root,3,Song. Increases Speed and Technique by 20% of OWNER.NAME's Wisdom for all allies.,Allies take 25% decreased SkillType.Sleep damage,Allies take 25% decreased SkillType.Stun damage,-,-,[0.75;2;3],json
strikefear,StrikeFear,Strike Fear,-,fight,2,Deals 1.5x Focus SkillType.Stun damage to target.,Target non-boss loses 50% of current turn progress,-,-,-,[0.25;0.4;0.5;0.6;1.8;2.05;2.25;2;3;7],pool
stumble,Stumble,Stumble,-,root,3,"Step forward, then fall down.",Turn delay decreased by 35%,35% chance to gain a free turn,-,-,[0.15;0.5;0.85;1.15;1.3;1.5;35.0;2;3],pool
stunburst,StunBurst,Stun Burst,-,enemy,1,Deals 0.75x Power SkillType.Energy and 1.5x Power SkillType.Stun damage 3-5 times in an area.,-,-,-,-,-,pool
stungrenade,StunGrenade,Stun Grenade,-,root,1,Deals 250-350 SkillType.Stun damage to target enemies. One use.,-,-,-,-,[2],pool
stungun,StunGun,Stun Gun,Stun Gun,root,3,Deals 250-350 SkillType.Stun damage to target enemy.,Deals 50% of SkillType.Stun damage dealt as damage over time for 3 turns,Also deals 100-150 SkillType.Lightning damage,-,-,[0.01;0.15;2;3;4],json
stunshot,StunShot,Stun Shot,Stun Laser,enemy,1,Deals 1x Power SkillType.Energy and 2.0x Power SkillType.Stun damage.,-,-,-,-,[2.0],pool
subpoena,Subpoena,Subpoena,Subpoena,defend,3,"Force a non-Boss enemy to attack an adjacent teammate next turn with a basic attack, if possible.",Attack deals 50% increased damage,Effect has 25% chance to persist,-,-,-,json
subsume,Subsume,Subsume,-,enemy,1,Deals 2.0x Power SkillType.Physical damage to target enemy and heals self based on damage dealt. Always crits. Requires Ambush.,-,-,-,-,[0.2;0.25;0.4;0.5;0.6;0.8;1.0;2.0;2.25],pool
suggestion,Suggestion,Suggestion,Suggestion,root,3,"Target non-boss sleeping enemy wakes up and attacks a random adjacent ally, continuing to attack for 2 turns.",Attack deals 50% increased damage,Attack's damage does not affect sleep counters,-,-,[1.0;7;3;2],json
summonbear,SummonBear,Summon Bear,-,defend,1,"Summon Khaled, the bear who knocks enemies around with heavy damage.",-,-,-,-,-,pool
summonfalcon,SummonFalcon,Summon Falcon,-,defend,1,"Summon Hadi, the falcon who scouts enemy weaknesses.",-,-,-,-,-,pool
summonhusks,SummonHusks,Summon Husks,-,enemy,0,-,-,-,-,-,[-2;2;3;6],name-only
summonimp,SummonImp,Summon Imp,-,root,0,-,-,-,-,-,[0.25;0.35;0.5;1.0;3;2],name-only
summonmenagerie,SummonMenagerie,Summon Menagerie,-,defend,0,-,-,-,-,-,[0.15;0.25;0.5;2],name-only
summonmonkey,SummonMonkey,Summon Monkey,-,defend,2,"Summon Mishmish, the monkey who interferes with enemy actions, dispels SkillType.Buff, and heals allies.","Summon Mishmish, the mischievous monkey.",-,-,-,-,pool
sunbeam,Sunbeam,Sunbeam,-,root,0,-,-,-,-,-,-,name-only
sunder,Sunder,Sunder,-,enemy,2,Deals 3x Focus SkillType.Dark damage to target critical enemy and heals all allies based on damage dealt.,Deals 3x FCS SkillType.Dark damage to critical enemy and heals all allies.,-,-,-,[0.01;0.15],pool
sunsrage,SunsRage,Suns Rage,-,enemy,0,-,-,-,-,-,[0.5;1.25;1.5],name-only
supplydrop,SupplyDrop,Supply Drop,Supply Drp,root,3,Restores one SkillType.Gadget use for allies.,Allies gain Medkit skill for the battle,Allies gain Grenade skill for the battle,-,-,[2;7;3],pool
support,Support,Support,Support,defend,3,Target ally gains 25% of your attributes. Limit one.,Attributes given increased to 33%,Gain a free turn when target ally is downed,-,-,[3],json
suppressingfire,SuppressingFire,Suppressing Fire,Supp.Fire,root,3,Deals 0.65x Power SkillType.Physical damage and decreases target's Technique by 15%. Always hits.,Also deals SkillType.Stun damage,Target's Agility and Speed decreased by 25%,-,-,[0.01;0.1;0.15;0.2;0.25;1.0;3],json
swarm,Swarm,Swarm,Swarmer,enemy,1,All Biters and Swarmers attack with their fight skill.,-,-,-,-,[2;7],pool
sweep,Sweep,Sweep,-,root,1,Deals 1x Power SkillType.Physical damage to target. Row takes 0.5x Power SkillType.Physical damage.,-,-,-,-,[0.5;20.0],pool
sweepattack,SweepAttack,Sweep Attack,Sweep Atk,root,1,Deals 1x Power SkillType.Physical damage to a row of enemies.,-,-,-,-,[0.5;20.0],pool
sweepkick,SweepKick,Sweep Kick,SweepKck,root,2,Deals 2x Power SkillType.Stun damage to an enemy.,Up to 100% more damage based on target turn progress,-,-,-,[0.01;0.15;0.5;0.75;0.95;1.0;2.0;3;2],pool
swiftrune,SwiftRune,Swift Rune,Swift,root,3,Triggers at start of turn. Hits one target for 2x Imbued effect., at start of turn. (, to a random enemy at start of turn. (,-,-,-,pool
swipe,Swipe,Swipe,-,enemy,3,Deals 1x Power SkillType.Physical damage.,Damage gains 50% piercing,50% chance to apply additional Neurotoxin SkillType.Debuff,-,-,[0.025;0.05;0.15;0.5;0.66;20.0;50.0;2;7;3],pool
swordplay,Swordplay,Swordplay,-,fight,1,Access melee Swordplay skills.,-,-,-,-,[2;7],pool
swordrune,SwordRune,Sword Rune,Sword,root,1,Triggers after using an SkillType.Attack skill. Hits one target for 1.5x Imbued effect.,-,-,-,-,-,pool
swordspirit,SwordSpirit,Sword Spirit,-,root,2,Bonus Action. Access the Sword Spirits. Two turn charge.,Bonus Action. Deactivate Sword Spirit buff. Two turn charge.,-,-,-,[2;7],pool
synchronize,Synchronize,Sychronize,Sync,fight,3,"All allies' turn progress are advanced to 100%. 4 turn charge, long turn delay.",Allies are healed for 2x Focus HP,Keekuko's SPD is increased by +15. Stacks.,-,-,[0.5;0.5725;0.7373;0.8;0.9412;1.35;15.0;3;7;2],json-size
syrette,Syrette,Syrette,Syrette,root,3,Decreases taken damage by 50% for an ally. Three uses.,Cannot be removed,50% chance to prevent being downed,-,-,[0.25;0.3;0.5;2.0;50.0;3],json
tackle,Tackle,Tackle,-,root,0,-,-,-,-,-,[0.05;0.25;0.5;1.0;2.5;10.0;2;3],name-only
takedown,Takedown,Takedown,-,root,0,-,-,-,-,-,-,name-only
takeroot,TakeRoot,Take Root,Take Root,defend,3,"Become Rooted, unable to be shifted. Increases TGH by 40%, but cannot dodge. Can be toggled.",Restores 15% Max HP after each turn,Becomes a Bonus Action,-,-,[-4.0;-2.0;0.15;0.6;1.0;1.2;1.4;2.1;4.0;3;2;5],json
tarpit,TarPit,Tar Pit,Tar Pit,root,3,Deals 1x Power SkillType.Physical damage to enemies and resets their turn progress. Half effect on Boss enemies. Five turn charge.,Decrease enemy Speed by 50%,50% chance to interrupt non-boss enemy's next action,-,-,[0.5;2.0;2],json
taunt,Taunt,Taunt,Taunt,defend,3,Bonus Action. Forces enemy to target you for 3 turns. No effect on Bosses.,Target deals 50% decreased damage to other allies,15% chance that target stumbles in rage,-,-,[0.15;0.25;0.5;0.75;1.25;1.5;1.75;2.25;2.4;15.0;30.0;35.0;50.0;7;2;3],json
tear,Tear,Tear,Tear,root,3,Deals 1.35x Power SkillType.Physical damage and decreases target's SkillType.Healing received by 40% for 3 turns.,Stacks three times,Decreases target's Endurance by 15%,-,-,-,json
telekinesis,Telekinesis,Telekinesis,-,enemy,0,-,-,-,-,-,[0.025;0.05;0.15;0.3;0.6;0.66;0.9;1.2;1.3;2.0;48.0],name-only
temper,Temper,Temper,Temper,root,3,"SkillType.Physical damage taken by target decreased by 0.5x Power, up to 75%. Effect decays when hit.",Decays at a slower rate,Affects all damage types,-,-,[0.25;0.4;0.45;0.5;0.95;1.0;2.5;4.0;3],json
tengu,Tengu,Tengu,Tengu,root,3,Replace Katana with Wind Cutter. Cast Falling Leaf on end.,Gain 50% of Discipline as Power and Focus while active,Adds up to 0.5x Discipline to damage with hits,-,-,[0.5;7;2;3],json
terrify,Terrify,Terrify,-,root,3,Deals 2x Focus SkillType.Stun damage to enemies in the front row. 2 turn charge.,Targets have a 50% chance to shift to the back row,Deals 50% extra damage to all enemies,-,-,[0.25;0.4;0.5],pool
terrorbite,TerrorBite,Terror Bite,Terror Bite,enemy,3,Deals 1.5x Power SkillType.Physical damage. Pierces 50% of defenses and causes bleeding.,Damage increased by 15%,Damage increased by additional 15%,-,-,[0.2;1.0;3;2;4;5],json
terrorspit,TerrorSpit,Terror Spit,-,enemy,1,"Deals 2x Pow SkillType.Poison damage and 2.0x SkillType.Stun damage, and applies 3 stacks of Corrosive Blood to all enemies.",-,-,-,-,[0.8],pool
teslabuildup,TeslaBuildUp,Tesla Build Up,-,enemy,1,The machine is building up energy.,-,-,-,-,[0.5;0.75;0.7569;0.9176;1.0;1.5;2.0;3.25],pool
teslaoverload,TeslaOverload,Tesla Overload,-,enemy,0,-,-,-,-,-,[0.001;0.05;0.5;0.75;1.5;2.0;20.0],name-only
thaw,Thaw,Thaw,-,enemy,1,Deals SkillType.Ice damage.,-,-,-,-,[0.1;0.5],pool
thrash,Thrash,Thrash,-,root,0,-,-,-,-,-,[0.25;0.4;0.45;2;3],name-only
throwaxe,ThrowAxe,Throw Axe,Throw Axe,root,3,Deals 0.75x Power SkillType.Physical damage to target enemy.,Apply 50% of damage dealt as SkillType.Physical damage over time for 3 turns,Stacks 3 times and refreshes duration on hit,-,-,[0.4;2;3;4],json
throwblade,ThrowBlade,Throw Blade,-,fight,2,Deals 1x Power SkillType.Physical damage to target enemy. Consumes one Blade stack.,Deals 50% more critical damage,-,-,-,[0.4;0.5;3;2],pool
throwknife,ThrowKnife,Throw Knife,-,root,2,Deals 1x Power SkillType.Physical damage to target. Cannot be countered.,Damage gains 25% piercing,-,-,-,[0.25;0.4;0.5;1.0;1.5;2;3],pool
throwskull,ThrowSkull,Throw Skull,-,root,2,Deals 0.8x Power SkillType.Physical damage to an enemy. Costs 5% of current HP on hit.,No longer costs HP during Rekindle.,-,-,-,[-0.05;0.5;42.0;3;2],pool
throwspear,ThrowSpear,Throw Spear,-,root,2,Deals 1.35x Power SkillType.Physical damage to target enemy. 3 uses.,Deals 50% increased critical damage,-,-,-,[0.4;0.5;2;3],pool
thunderhammer,ThunderHammer,Thunder Hammer,ThdrHammer,root,3,Deals 1.0x Power SkillType.Physical and SkillType.Lightning damage. Always hit with SkillType.Lightning damage.,Deals 2.0x Power SkillType.Stun damage,Deals 0.65x Power SkillType.Lightning damage over time for 3 turns,-,-,[0.01;0.15;2.0;2;3;4;5],json
timedcharge,TimedCharge,Timed Charge,Time Chrg,root,3,"After two turns, deals 200-250 SkillType.Physical damage to all enemies. One use.",Also deals SkillType.Stun damage to enemies,Decreased turn delay,-,-,[0.4;0.45;0.5;0.6;1.6;2.0;4.0;3],json
timesavant,TimeSavant,Time Savant,-,root,2,"10% chance to use Haste, Stasis, or Rewind Time Break skills for MP cost instead of particles",Chance increased by 5% per turn. Resets when a Time Break skill is used,-,-,-,[2;3;7],pool
tinker,Tinker,Tinker,-,root,2,Target ally deals 25% increased damage or healing with SkillType.Gadget skills for 3 turns.,Restores one use for all of target's SkillType.Gadget skills,-,-,-,[0.25;1.25;2;3],pool
toadcap,ToadCap,Toad Cap,-,root,1,Deals 50-75 SkillType.Poison damage to target enemy.,-,-,-,-,-,pool
tongue,Tongue,Tongue,-,enemy,0,-,-,-,-,-,-,name-only
toss,Toss,Toss,-,defend,0,-,-,-,-,-,[0.01;0.15;0.25;0.5;1.2;1.5;1.55;1.65;1.85;1.95;2.1;2.15;2.7;2],name-only
toxicbomb,ToxicBomb,Toxic Bomb,Toxic Bomb,enemy,3,"Deals SkillType.Poison damage to enemies in an area, and causes SkillType.Poison damage over time.","Deals SkillType.Poison damage to enemies in an area, and causes SkillType.Poison damage over time.","Deals SkillType.Poison damage to enemies in an area, and causes SkillType.Poison damage over time.",-,-,[0.5;0.8;1.0;1.5;3;2;4],json
toxicmist,ToxicMist,Toxic Mist,Toxic Mist,enemy,3,Deals SkillType.Poison damage over time to everyone in the battle.,Deals SkillType.Poison damage over time to everyone in the battle.,Deals SkillType.Poison damage over time to everyone in the battle.,-,-,[0.5;1.0;1.5;2.0;3.0;3;2;4],json
toxicslam,ToxicSlam,Toxic Slam,Toxic Slam,enemy,1,"Deals SkillType.Poison damage. Pulls an enemy into its body, where it takes SkillType.Poison damage over time until it is digested or broken out.",-,-,-,-,[0.05;0.07;0.2;0.3;0.5;0.6;0.66;0.7;1.0;1.5;9.0],json
toxicspores,ToxicSpores,Toxic Spores,Toxic Spores,enemy,3,Deals SkillType.Poison damage over time and reduces healing received.,Deals SkillType.Poison damage over time and reduces healing received.,Deals SkillType.Poison damage over time and reduces healing received.,-,-,[0.5;1.0;1.5;3;2;4],json
track,Track,Track,Track,root,3,Bonus Action. Increases your chance to hit target by 50%. Refunds when downed.,15% increased damage to target,25% Increased critical damage to target,-,-,[0.15;0.25;0.5;2;3],json
trample,Trample,Trample,-,enemy,0,-,-,-,-,-,[0.01;0.015;0.02;0.025;0.03;0.04;0.15;0.2;0.3;0.4;0.45;0.5;0.6;1.1;1.3;2.0],name-only
transform,Transform,Transform,-,defend,1,Change battle form.,-,-,-,-,-,pool
treat,Treat,Treat,-,fight,0,-,-,-,-,-,[0.25;0.5;1.0;2;3],name-only
tremor,Tremor,Tremor,-,enemy,0,-,-,-,-,-,[0.01;0.015;0.02;0.025;0.03;0.04;0.15;0.2;0.3;0.45;0.5;0.6;1.1;1.3;2.0;2;7],name-only
trilaser,TriLaser,Tri Laser,-,enemy,1,Deals 1.0x Power SkillType.Energy and 0.5x SkillType.Fire damage to target row.,-,-,-,-,[0.2;0.5],pool
truestrike,TrueStrike,True Strike,True Strk,root,3,Target always hits with next 3 SkillType.Attack skills.,Reduces MP cost of SkillType.Attack skills by 50%,Target gains 100% piercing with SkillType.Attack skill damage,-,-,[1.0;3;5],json
tuneup,TuneUp,Tune Up,Tune Up,enemy,3,"Increases Power, Endurance, and Speed for a mechanical ally and grants them a free turn.","Increases Power, Endurance, and Speed for a mechanical ally and grants them a free turn.","Increases Power, Endurance, and Speed for a mechanical ally and grants them a free turn.",-,-,[0.15;1.5],json
turbo,Turbo,Turbo,-,enemy,1,All allies gain 100% increased speed for 1 turn and grants a random ally a free turn.,-,-,-,-,-,pool
ultralaser,UltraLaser,Ultra Laser,-,enemy,1,Deals 1.5x Power SkillType.Energy damage.,-,-,-,-,[0.0014;0.85;1.5;1.6],pool
undeath,Undeath,Undeath,-,enemy,1,"Revives all Undead allies. Endurance is decreased every time resurrected, maximum 3 times.",-,-,-,-,[0.666;3],pool
unload,Unload,Unload,-,root,1,Deals 0.75x Power SkillType.Physical damage up to 4 times in an area.,-,-,-,-,[0.5;3;2],pool
unravel,Unravel,Unravel,-,tbreak,1,All Downed enemies are removed from battle.,-,-,-,-,[0.25;1.35],pool
upgrade,Upgrade,Upgrade Mech,-,defend,1,Access skills that improve Steam Mech. Reduced turn delay after use.,-,-,-,-,[2;3;7],pool
uppercut,Uppercut,Uppercut,-,root,3,Deals 1.5x Power SkillType.Physical and SkillType.Stun damage. Charges when gaining Combo.,50% increased critical chance,Gain 2 Combo on critical hit,-,-,[0.01;0.15;1.5;3;2],pool
usepotion,UsePotion,Use Potion,-,defend,1,Uses a random Potion on a low health ally.,-,-,-,-,[0.66;3],pool
vampirebite,VampireBite,Vampire Bite,-,fight,0,-,-,-,-,-,[0.05;0.5],name-only
vengeance,Vengeance,Vengeance,-,enemy,1,Deals 1.25x Focus SkillType.Lightning and SkillType.Fire damage to all enemies.,-,-,-,-,[0.01;0.15;0.25;2.0;2],pool
venombite,VenomBite,Venom Bite,Venom Bite,root,3,"Deals 0.5x Power SkillType.Physical damage, and SkillType.Poison damage over time for 3 turns. Stacks.",Stacks increase SkillType.Poison damage taken by 15%,Trigger SkillType.Poison damage for all stacks when hit by SkillType.Attack skill,-,-,[0.01;0.1;0.15;0.5;1.0;1.5;2;3],json
venomlibrary,VenomLibrary,Venom Library,Venom Lib,city,1,Decreases target Endurance.,-,-,-,-,[0.99],json
venomspray,VenomSpray,Venom Spray,Venom Spray,enemy,1,"Deals 0.4x Focus SkillType.Poison damage to targets, and 0.2x Focus SkillType.Poison damage over time for 3 turns. Increases target's SkillType.Poison damage taken by 25%.",-,-,-,-,[0.2;0.25;0.5;1.0;36.0;40.0;3;2;4],json
ventsteam,VentSteam,Vent Steam,Vent,root,3,Lose 100 MP. Heal self for 50% Max HP.,Dispel three SkillType.Debuff effects on self,Extend duration of self-applied SkillType.Buff effects by 1 turn,-,-,-,pool
vinegrasp,VineGrasp,Vine Grasp,Vine Grasp,root,3,Deals 0.75x Focus SkillType.Physical and SkillType.Stun damage to target. Lasts 3 turns.,Decreases Agility by 35%,Decreases Speed by 35%,-,-,[0.3;0.5;0.6;0.65;1.0;2;3],json
vinelash,VineLash,Vine Lash,-,enemy,2,Deals 1.2x Power SkillType.Physical damage and sends target to the back row.,Activates at start of turn. Deals 1.2x Power SkillType.Physical damage and sends target to the back row.,-,-,-,[0.025;0.05;0.15;0.4;2;7],pool
vinespear,VineSpear,Vine Spear,-,root,1,Deals 1.35x Power SkillType.Physical damage to target enemy.,-,-,-,-,-,pool
vinewhip,VineWhip,Vine Whip,-,enemy,0,-,-,-,-,-,-,name-only
voidbite,VoidBite,Void Bite,Void Bite,enemy,1,Deals 1x Power SkillType.Dark damage and target cannot heal for 3 turns,-,-,-,-,[0.1;0.5;0.66;3],json
voidblast,VoidBlast,Void Blast,-,enemy,2,Deals 1x Focus SkillType.Dark damage to all enemies and shifts their positions randomly. Cannot miss.,Deals 1x Focus SkillType.Dark damage and randomly shifts all targets.,-,-,-,[0.1;0.2;0.25;0.3;0.4;0.5;0.6;1.0;1.125;1.25;1.3;2.0;2.25;2.35;2;7],pool
voidstrike,VoidStrike,Void Strike,-,enemy,1,Deals 1.2x Power SkillType.Physical and 1.2x Focus SkillType.Dark damage.,-,-,-,-,[1.2],pool
voidzombify,VoidZombify,Void Zombify,-,enemy,1,Human allies are turned into zombies when they are downed.,-,-,-,-,[0.5],pool
vulstaff,Vulstaff,Vulstaff,-,root,1,Access Vulstaff skills. Requires Hunter Stance.,-,-,-,-,[2;7;3],pool
wail,Wail,Wail,-,root,1,Deals 0.25x Focus SkillType.Sonic damage to all enemies 3 times.,-,-,-,-,-,pool
wallop,Wallop,Wallop,-,enemy,2,Deals 1.33x Power SkillType.Physical damage and sends target to the back row. Also deals 66% damage to back row target.,"Deals 1.33x Pow SkillType.Physical damage, knocks target back. Also deals damage to back row.",-,-,-,[0.025;0.05;0.15;0.66;2;7],pool
wandstrike,WandStrike,Wand Strike,-,enemy,1,Deals 1x Power SkillType.Energy damage to target and regenerates MP on hit.,-,-,-,-,-,pool
war,War,War,-,fight,2,Deals 155-205 SkillType.Physical damage. Deals critical damage. Reload after 6 uses.,Deals 35% more damage,-,-,-,[1.35;1.5;3;2],pool
warmonger,Warmonger,Warmonger,-,root,3,Stance. Automatically use Peace after using War.,War and Peace have 25% chance to not cost ammo,Damage increased by up to 35% based on target's missing HP,-,-,[0.25;0.35;3],pool
warmup,WarmUp,Warm Up,Warm Up,enemy,1,Bonus Action. Increases Speed and Focus by +15. Stacks infinitely.,-,-,-,-,[-1.2;0.05;0.07;0.2;0.25;0.3;0.5;0.6;0.7;1.2;2.5;3.1416;15.0;30.0],json
weakness,Weakness,Weakness,Weakness,root,1,Power and Toughness are decreased by -5.,-,-,-,-,[-20.0;0.1;0.25;0.5;0.75;0.85;1.0;1.5;20.0;2;3],json
weaponsplatform,WeaponsPlatform,Weapons Platform,-,fight,3,Arms Chain Laser automatically at start of battle.,SkillType.Attack skills deal 25% increased damage,Critical hits deal 50% increased damage,-,-,[0.25;0.5;2;3],pool
whetstone,Whetstone,Whetstone,Whetstone,root,3,Increases the damage of ally's SkillType.Attack skills by 35% for 3 turns.,Increases SkillType.Attack critical chance by 50%,Increases SkillType.Attack piercing by 50%,-,-,[0.25;0.35;0.5;0.95;1.0;1.25;1.5;3;2],json
whip,Whip,Whip,-,fight,2,Deals 1.2x Power SkillType.Physical damage to target.,"If target is a Beast, also deals 3x POW SkillType.Stun damage",-,-,-,[0.05;0.1;1.5;3.0;3;2],pool
whipshot,WhipShot,Whip Shot,-,root,3,Deals 0.75x Power SkillType.Physical damage and shifts target to the back row.,Also deals 1x Power SkillType.Stun damage,Also deals 66% of damage to back row target,-,-,[0.05;0.1;0.66;1.5;2;7;3],pool
whirlwind,Whirlwind,Whirlwind,-,root,1,Deals 0.5x Power SkillType.Lightning damage to enemies in an area.,-,-,-,-,[0.7;0.925;1.15],pool
whiskey,Whiskey,Whiskey,Whiskey,root,3,"Bonus Action. Increases Power and Toughness by 15%, but hero has a 35% chance to lose control. Stackable 5 times.",Decreases SkillType.Stun damage taken by 25%,Gain 3 Resist on use,-,-,[0.1;0.75;1.0;1.15;2;3],json
whitewind,WhiteWind,White Wind,-,root,2,Heals all party members for 0.25x Focus + 25% of their missing HP.,Removes Sleep and Stun from allies,-,-,-,[0.05;0.07;0.1;0.15;0.2;0.25;0.3;0.35;0.4;0.45;0.5;0.6;0.66;0.7;0.75;0.8;0.9;1.0;1.25;2;3],pool
wildswing,WildSwing,Wild Swing,-,fight,1,(Taunted) Deals 1x Power SkillType.Physical damage to an enemy. 20% decreased chance to hit.,-,-,-,-,-,pool
windcutter,WindCutter,Wind Cutter,WindCut,fight,2,Deals 1x Power SkillType.Physical damage to target enemy.,Also deals 1x Focus SkillType.Lightning damage,-,-,-,[0.1;0.4;0.6;2;3],pool
wintersgift,WintersGift,Winter's Gift,-,root,1,Access Winter's Gift skills. Requires Tranquil Stance.,-,-,-,-,[2;7;3],pool
wither,Wither,Wither,Wither,fight,3,Target takes 1x Focus SkillType.Dark damage over time for 3 turns. Deals +30% damage vs Undead and Plants.,Target's Power and Focus decreased by 20%,Target's received SkillType.Healing is reduced by 90%,-,-,[0.1;0.2;0.25;0.8;1.0;1.3;1.5;2.0;2;3;5],json
wizzardrone,WizzarDrone,Wizzar Drone,WizzarD.,root,3,"Automatically summon a drone that records usable enemy SkillType.Spell skills, which Claire may then cast.",Access Wizzar Drone's recorded spells.,Recorded skills have 35% reduced turn delay,-,-,[0.2;0.4;0.5;0.6;0.65;0.8;1.0;2;7;5],pool
wobble,Wobble,Wobble,-,enemy,1,Wobble wobble wobble.,-,-,-,-,[0.15;0.25;0.35;1.0],pool
wound,Wound,Wound,Wound,root,3,Deals 1.35x Power SkillType.Physical damage and decreases target's SkillType.Healing received by 40% for 3 turns.,Stacks three times,Decreases target's Endurance by 15%,-,-,[0.01;0.15;0.6;0.85;1.0;3],json
wraithstrike,WraithStrike,Wraith Strike,-,fight,1,Deals 0.75x Power SkillType.Physical damage to target enemy. Short turn delay.,-,-,-,-,[0.05;0.5;3;2],pool
wrench,Wrench,Wrench,-,fight,3,Deals 1x Power SkillType.Physical damage to target.,Damage increased by 35%,Deals critical damage to Mechanical enemies,-,-,[1.35;3;2],pool
wristlaser,WristLaser,Wrist Laser,-,fight,2,Deals 1x Power SkillType.Energy damage to target.,Also deals 0.3x Power SkillType.Fire damage,-,-,-,[0.3;0.4;0.7;1.0;1.25;3;2],pool
xcannon,XCannon,X Cannon,-,enemy,0,-,-,-,-,-,[0.015;0.1;0.15;0.2;0.32;0.5;0.525;0.65;0.75;1.0;2.0],name-only
xendrosabsorb,XendrosAbsorb,Xendros Absorb,XendrosPod,enemy,0,-,-,-,-,-,[1.0;4.0;5.0],name-only
xendrossnap,XendrosSnap,Xendros Snap,-,enemy,1,Deals 1.5x Focus SkillType.Dark damage and reduces all attributes or removes all resists.,-,-,-,-,[0.5;0.75;1.5;2;3;4],pool
xendrossummon,XendrosSummon,Xendros Summon,-,enemy,1,Reinforces cultists in waves.,-,-,-,-,[5],pool
xendrostransform,XendrosTransform,Xendros Transform,-,enemy,0,-,-,-,-,-,[0.25],name-only
yawn,Yawn,Yawn,-,enemy,1,"Inflicts 4.0x Focus SkillType.Sleep damage, heals self for 2.0x Focus HP, and removes all debuffs.",-,-,-,-,[0.2;0.5;0.65;1.0;1.25;2.0],pool
yoink,Yoink,Yoink,-,defend,2,"Steal one SkillType.Buff from target enemy, and give it to a random ally.",Increase duration of stolen SkillType.Buff by one turn,-,-,-,[0.5;0.5725;0.7;0.7373;0.9412;1.35;10.0;50.0],pool
zappunch,ZapPunch,Zap Punch,-,enemy,1,Deals 0.5x Power SkillType.Physical damage and 0.75x Focus SkillType.Lightning damage that jumps to an adjacent enemy 3 times.,-,-,-,-,-,pool
zapshot,ZapShot,Zap Shot,-,enemy,1,Deals 1.25x Focus SkillType.Lightning and SkillType.Stun damage that jumps to an adjacent enemy three times.,-,-,-,-,[0.25;0.35;0.85],pool
zentrance,ZenTrance,Zen Trance,Zen Trance,defend,3,Stance. Increases damage and healing by 50% while active. Decreases Speed by 35%.,Decreases damage taken by 35%,Increases all attributes by 15%,-,-,[-5.0;0.2;0.4;0.5;0.6;0.65;0.8;1.0;1.15;3;2],json
zombiebite,ZombieBite,Zombie Bite,Zombie Bite,root,3,Deals 0.5x Power SkillType.Physical damage and SkillType.Poison damage over time. Stacks.,Stacks increase SkillType.Poison damage taken by 15%,Trigger damage for all stacks on hit,-,-,-,json
zonedefense,ZoneDefense,Zone Defense,Zone D,root,4,Stance. Automatically Protect adjacent allies. Decreases damage by 35%.,Stance. Automatically Protect adjacent allies. Deal less damage.,Take 50% less redirected damage,Gain turn progress from redirected damage,-,[0.2;0.5;0.65;2;7;3],pool
